DAILY_REF_0,D,8/23/1999,122.75,124.87,122.31,124.44,6045500,0
DAILY_REF_0,D,8/24/1999,123.37,123.62,121,122,8443300,0
DAILY_REF_0,D,8/25/1999,122,124.06,120.87,122.37,6464700,0
DAILY_REF_0,D,8/26/1999,122.62,125.87,122.06,122.94,6248300,0
DAILY_REF_0,D,8/27/1999,125,125.19,122.75,124,4357200,0
DAILY_REF_0,D,8/30/1999,124.25,125.62,122.69,123.19,4774700,0
DAILY_REF_0,D,8/31/1999,124.37,126,122.87,124.56,6216900,0
DAILY_REF_0,D,9/1/1999,125.62,128.5,125.5,127.25,6266900,0
DAILY_REF_0,D,9/2/1999,126.5,126.75,124.25,125.87,5584800,0
DAILY_REF_0,D,9/3/1999,128.38,129.75,128,128.86,5284500,0
DAILY_REF_0,D,9/7/1999,128.88,132.69,128.38,132,7554500,0
DAILY_REF_0,D,9/8/1999,131.5,133.94,130.69,130.75,7209500,0
DAILY_REF_0,D,9/9/1999,132.5,136.5,131.63,134.75,8424800,0
DAILY_REF_0,D,9/10/1999,137.5,137.69,134.38,135,5094500,0
DAILY_REF_0,D,9/13/1999,134.63,135.56,132,132.38,4443600,0
DAILY_REF_0,D,9/14/1999,132,133.56,131.94,133.31,4591100,0
DAILY_REF_0,D,9/15/1999,134,135,131.94,131.94,5658400,0
DAILY_REF_0,D,9/16/1999,132,132.38,129.56,130,6094100,0
DAILY_REF_0,D,9/17/1999,131.38,131.44,123.75,125.37,14862200,0
DAILY_REF_0,D,9/20/1999,126.5,130.88,126,130.13,7544700,0
DAILY_REF_0,D,9/21/1999,128.75,129.63,126.25,127.12,6985600,0
DAILY_REF_0,D,9/22/1999,127.19,127.25,124.37,125.19,8093000,0
DAILY_REF_0,D,9/23/1999,127.5,127.81,121.44,122,7590000,0
DAILY_REF_0,D,9/24/1999,120.5,125,120.44,125,7451300,0
DAILY_REF_0,D,9/27/1999,126.62,126.81,121.37,123,7078000,0
DAILY_REF_0,D,9/28/1999,123,124.75,121.69,123.5,7105300,0
DAILY_REF_0,D,9/29/1999,122.06,122.81,120,120.06,8778800,0
DAILY_REF_0,D,9/30/1999,121,122.25,119.62,121,6643900,0
DAILY_REF_0,D,10/1/1999,121,121.06,115.5,117.75,10563900,0
DAILY_REF_0,D,10/4/1999,118,120,116.75,119.87,7043100,0
DAILY_REF_0,D,10/5/1999,122,123.25,119.06,122,6438900,0
DAILY_REF_0,D,10/6/1999,122.25,122.75,119.06,119.19,8057700,0
DAILY_REF_0,D,10/7/1999,119.12,119.19,115.06,116.37,14240000,0
DAILY_REF_0,D,10/8/1999,115,115.06,111.06,113.5,17872300,0
DAILY_REF_0,D,10/11/1999,113.5,116.69,113.12,114.25,7831100,0
DAILY_REF_0,D,10/12/1999,114,114.87,110,110,8277700,0
DAILY_REF_0,D,10/13/1999,110.81,110.87,105,105.06,15017800,0
DAILY_REF_0,D,10/14/1999,106.5,107.25,104.69,107,14183300,0
DAILY_REF_0,D,10/15/1999,106.44,108.87,103.87,107.87,13921100,0
DAILY_REF_0,D,10/18/1999,108,109,104.69,107,9683000,0
DAILY_REF_0,D,10/19/1999,107,108.5,105.44,107.12,9187300,0
DAILY_REF_0,D,10/20/1999,108.62,113.06,107,107,11380500,0
DAILY_REF_0,D,10/21/1999,93,93,89,91,69447300,0
DAILY_REF_0,D,10/22/1999,93.75,94.62,92.5,93.94,26673600,0
DAILY_REF_0,D,10/25/1999,94.25,95.12,92.12,93.87,13768400,0
DAILY_REF_0,D,10/26/1999,94.87,96,94.62,95.5,11371600,0
DAILY_REF_0,D,10/27/1999,95.5,95.56,92.81,93,9872200,0
DAILY_REF_0,D,10/28/1999,94.5,95.31,94.25,94.94,9450500,0
DAILY_REF_0,D,10/29/1999,97,99,96.25,98.25,11083300,0
DAILY_REF_0,D,11/1/1999,98.5,98.81,96.37,96.75,9552800,0
DAILY_REF_0,D,11/2/1999,96.75,96.81,93.69,94.81,11108400,0
DAILY_REF_0,D,11/3/1999,95.87,95.94,93.5,94.37,10374200,0
DAILY_REF_0,D,11/4/1999,94.44,94.44,90,91.56,16701900,0
DAILY_REF_0,D,11/5/1999,92.75,92.94,90.19,90.25,13741900,0
DAILY_REF_0,D,11/8/1999,90.5,93.94,90.5,93.94,8523600,0
DAILY_REF_0,D,11/9/1999,95.06,95.5,92.12,93.62,9551900,0
DAILY_REF_0,D,11/10/1999,94.62,97.06,94.12,97,8680500,0
DAILY_REF_0,D,11/11/1999,97.5,97.5,94.87,95,7151700,0
DAILY_REF_0,D,11/12/1999,96,96.25,93,95.87,9673100,0
DAILY_REF_0,D,11/15/1999,96,96.37,93.87,94.06,6264700,0
DAILY_REF_0,D,11/16/1999,94.62,95,93,94.62,8541600,0
DAILY_REF_0,D,11/17/1999,94.87,94.87,92.62,93.75,8358000,0
DAILY_REF_0,D,11/18/1999,94,98.25,93.56,98,18720800,0
DAILY_REF_0,D,11/19/1999,99,105.12,98.37,103.94,19683100,0
DAILY_REF_0,D,11/22/1999,105.5,108.44,104.44,107.87,13682500,0
DAILY_REF_0,D,11/23/1999,108.81,109.87,106,106.06,10668100,0
DAILY_REF_0,D,11/24/1999,105,105,101.81,104.5,9710600,0
DAILY_REF_0,D,11/26/1999,105.94,106,104.12,105,3113100,0
DAILY_REF_0,D,11/29/1999,104.94,104.94,103.37,104.19,5682000,0
DAILY_REF_0,D,11/30/1999,103.69,104.5,102.12,103.06,5763600,0
DAILY_REF_0,D,12/1/1999,102.56,104.44,102.25,103.42,5340000,0
DAILY_REF_0,D,12/2/1999,103.44,106.31,103.37,105.27,6220800,0
DAILY_REF_0,D,12/3/1999,109.81,112.87,107.94,111.87,14680500,0
DAILY_REF_0,D,12/6/1999,113,116.5,112.5,116,9933000,0
DAILY_REF_0,D,12/7/1999,117,119.19,115.44,116.62,11329500,0
DAILY_REF_0,D,12/8/1999,116.25,121,115.5,118.28,8145300,0
DAILY_REF_0,D,12/9/1999,120.5,122.12,112.25,113.37,16644700,0
DAILY_REF_0,D,12/10/1999,111.62,111.94,107.56,109,12593800,0
DAILY_REF_0,D,12/13/1999,108.12,112.75,106.56,109.7,7138100,0
DAILY_REF_0,D,12/14/1999,110.19,110.19,106.87,109.25,7442300,0
DAILY_REF_0,D,12/15/1999,107.75,107.94,104.5,107,9442300,0
DAILY_REF_0,D,12/16/1999,108,109.69,105.75,109.19,7123600,0
DAILY_REF_0,D,12/17/1999,110.69,111.06,108.62,110,7680600,0
DAILY_REF_0,D,12/20/1999,109.06,110.44,107.75,109.2,4839800,0
DAILY_REF_0,D,12/21/1999,108.5,110.12,108.06,110.12,4775500,0
DAILY_REF_0,D,12/22/1999,109.87,110.31,108,108,4008800,0
DAILY_REF_0,D,12/23/1999,109.12,110.44,108.19,108.62,4533600,0
DAILY_REF_0,D,12/27/1999,109.69,110,108.12,109.75,3741100,0
DAILY_REF_0,D,12/28/1999,109.56,110.75,109.06,109.81,4084800,0
DAILY_REF_0,D,12/29/1999,110.44,110.5,108.75,109,2685200,0
DAILY_REF_0,D,12/30/1999,109.69,110.5,108.56,108.75,3438000,0
DAILY_REF_0,D,12/31/1999,109.19,109.5,106.62,107.87,2870500,0
