Date,"Time","Open","High","Low","Close","Volume"
030520,0410,923.500000,924.000000,923.250000,923.500000,95
030520,0415,923.500000,924.000000,923.500000,923.750000,66
030520,0420,923.750000,923.750000,923.500000,923.500000,68
030520,0425,923.500000,923.500000,923.500000,923.500000,13
030520,0430,923.250000,923.250000,922.750000,922.750000,83
030520,0435,922.750000,923.250000,922.750000,923.250000,59
030520,0440,923.250000,923.500000,922.750000,923.250000,36
030520,0445,923.000000,923.000000,922.250000,922.250000,121
030520,0450,922.000000,922.250000,921.750000,922.250000,111
030520,0455,922.250000,922.500000,922.250000,922.250000,16
030520,0500,922.500000,923.250000,922.500000,923.250000,94
030520,0505,923.000000,923.750000,923.000000,923.500000,134
030520,0510,923.500000,924.000000,923.250000,923.500000,154
030520,0515,923.500000,923.750000,923.500000,923.500000,81
030520,0520,923.500000,924.000000,923.500000,924.000000,38
030520,0525,923.750000,924.000000,923.750000,924.000000,32
030520,0530,923.750000,924.250000,923.250000,924.000000,172
030520,0535,924.000000,924.250000,923.500000,924.250000,85
030520,0540,924.250000,924.500000,923.750000,923.750000,81
030520,0545,924.000000,924.000000,923.250000,923.500000,117
030520,0550,923.500000,924.000000,923.500000,923.500000,17
030520,0555,923.250000,923.500000,923.250000,923.500000,14
030520,0600,923.500000,923.750000,923.250000,923.250000,32
030520,0605,923.250000,923.250000,923.000000,923.250000,28
030520,0610,923.250000,923.500000,923.000000,923.500000,40
030520,0615,923.500000,924.000000,923.250000,923.750000,26
030520,0620,923.500000,924.000000,923.000000,923.250000,114
030520,0625,923.000000,924.000000,923.000000,924.000000,77
030520,0630,924.000000,924.250000,923.500000,924.000000,147
030520,0635,924.000000,924.000000,923.500000,923.500000,123
030520,0640,923.750000,923.750000,923.500000,923.750000,31
030520,0645,923.750000,924.250000,923.500000,923.750000,303
030520,0650,923.500000,924.000000,923.250000,923.750000,68
030520,0655,923.750000,924.000000,923.500000,923.500000,221
030520,0700,923.500000,924.250000,923.250000,924.250000,249
030520,0705,924.250000,924.750000,924.250000,924.250000,802
030520,0710,924.500000,925.000000,924.500000,924.500000,323
030520,0715,924.500000,924.750000,924.250000,924.750000,336
030520,0720,924.750000,924.750000,924.250000,924.500000,93
030520,0725,924.750000,924.750000,924.500000,924.750000,51
030520,0730,924.750000,925.250000,924.500000,925.250000,144
030520,0735,925.000000,925.750000,925.000000,925.250000,544
030520,0740,925.250000,925.250000,925.000000,925.000000,194
030520,0745,925.000000,925.250000,924.250000,924.250000,478
030520,0750,924.250000,924.500000,924.250000,924.500000,125
030520,0755,924.750000,925.000000,924.500000,924.500000,113
030520,0800,924.500000,924.500000,923.750000,923.750000,229
030520,0805,923.750000,924.250000,923.750000,924.000000,241
030520,0810,924.000000,924.000000,923.250000,923.750000,306
030520,0815,923.750000,924.000000,923.250000,923.750000,249
030520,0820,923.500000,924.000000,923.500000,923.750000,268
030520,0825,923.750000,923.750000,923.250000,923.250000,287
030520,0830,923.500000,923.750000,923.250000,923.750000,126
030520,0835,924.000000,924.250000,923.750000,924.000000,464
030520,0840,924.250000,924.500000,924.000000,924.250000,218
030520,0845,924.250000,924.250000,923.750000,924.250000,126
030520,0850,924.250000,924.250000,923.500000,923.750000,353
030520,0855,923.750000,924.250000,923.750000,924.000000,278
030520,0900,924.000000,924.500000,923.750000,924.250000,294
030520,0905,924.250000,924.500000,923.750000,924.250000,249
030520,0910,924.000000,924.250000,923.500000,923.750000,271
030520,0915,923.750000,924.000000,923.500000,924.000000,216
030520,0920,923.750000,924.000000,923.750000,923.750000,73
030520,0925,923.750000,924.000000,923.250000,923.500000,1034
030520,0930,923.500000,925.250000,923.250000,925.000000,13273
030520,0935,925.000000,925.250000,922.500000,922.750000,16651
030520,0940,922.750000,923.250000,921.750000,922.750000,11529
030520,0945,923.000000,925.000000,922.750000,924.250000,14577
030520,0950,924.500000,925.500000,923.750000,924.750000,11955
030520,0955,924.750000,924.750000,922.000000,922.250000,14289
030520,1000,922.250000,923.750000,922.250000,923.500000,8898
030520,1005,923.750000,925.750000,923.750000,925.250000,16248
030520,1010,925.250000,925.500000,923.250000,924.000000,10981
030520,1015,924.000000,924.000000,921.000000,921.500000,11352
030520,1020,921.500000,923.750000,921.500000,922.000000,10516
030520,1025,922.000000,922.750000,920.750000,921.000000,10240
030520,1030,921.250000,921.500000,920.250000,921.500000,9739
030520,1035,921.500000,922.250000,921.250000,921.750000,6458
030520,1040,922.000000,924.000000,921.750000,923.000000,12088
030520,1045,923.000000,924.000000,923.000000,923.500000,7257
030520,1050,923.250000,924.750000,923.250000,924.250000,8671
030520,1055,924.250000,924.500000,923.250000,923.250000,7129
030520,1100,923.250000,925.000000,923.000000,924.250000,6195
030520,1105,924.250000,924.500000,921.750000,922.000000,9402
030520,1110,921.750000,922.250000,920.500000,921.250000,7976
030520,1115,921.250000,921.500000,920.250000,921.000000,7485
030520,1120,921.000000,921.500000,920.250000,921.250000,5145
030520,1125,921.250000,921.750000,920.250000,921.750000,4163
030520,1130,921.750000,921.750000,919.750000,920.500000,7256
030520,1135,920.250000,920.500000,919.250000,919.750000,8147
030520,1140,919.750000,921.250000,919.500000,920.750000,5715
030520,1145,921.000000,921.750000,920.500000,921.250000,4378
030520,1150,921.500000,921.500000,921.000000,921.250000,1253
030520,1155,921.500000,922.500000,921.250000,922.500000,4107
030520,1200,922.500000,924.250000,922.250000,924.000000,10093
030520,1205,924.000000,924.250000,923.500000,923.500000,4814
030520,1210,923.500000,924.000000,922.750000,923.750000,7852
030520,1215,924.000000,924.750000,923.250000,923.250000,6400
030520,1220,923.250000,923.750000,922.750000,923.000000,2723
030520,1225,923.000000,924.000000,923.000000,924.000000,3687
030520,1230,924.000000,924.750000,923.750000,924.750000,3570
030520,1235,924.750000,924.750000,923.500000,923.500000,2798
030520,1240,923.750000,924.750000,923.500000,924.250000,4880
030520,1245,924.250000,924.250000,923.250000,923.750000,4998
030520,1250,923.500000,923.750000,921.500000,922.250000,8560
030520,1255,922.250000,923.000000,922.000000,922.500000,2416
030520,1300,922.500000,923.250000,921.750000,923.250000,4066
030520,1305,923.000000,923.250000,921.500000,921.500000,3504
030520,1310,921.500000,922.750000,921.250000,921.500000,3698
030520,1315,921.500000,922.000000,920.500000,921.250000,4820
030520,1320,921.000000,921.750000,920.500000,920.750000,4541
030520,1325,920.750000,920.750000,918.000000,918.500000,11694
030520,1330,918.500000,919.500000,918.000000,919.250000,7040
030520,1335,919.250000,919.500000,918.500000,919.250000,3494
030520,1340,919.000000,920.000000,918.750000,920.000000,3560
030520,1345,920.000000,920.500000,919.250000,919.750000,5274
030520,1350,919.500000,920.250000,919.250000,920.250000,2092
030520,1355,920.250000,921.000000,919.500000,920.250000,4331
030520,1400,920.250000,921.250000,919.750000,920.500000,4755
030520,1405,920.250000,920.500000,918.250000,918.500000,5218
030520,1410,918.500000,919.500000,918.250000,918.750000,3532
030520,1415,918.750000,920.000000,918.500000,920.000000,4107
030520,1420,920.000000,921.000000,918.750000,919.000000,9235
030520,1425,919.000000,919.250000,916.750000,917.000000,16963
030520,1430,917.000000,918.250000,916.750000,916.750000,9698
030520,1435,917.000000,917.000000,914.000000,914.750000,22907
030520,1440,914.750000,916.000000,913.750000,914.250000,15498
030520,1445,914.250000,914.250000,912.500000,913.750000,21725
030520,1450,913.750000,914.750000,913.250000,914.500000,10480
030520,1455,914.500000,914.750000,912.750000,913.250000,9812
030520,1500,913.000000,913.250000,911.250000,912.500000,16343
030520,1505,912.750000,913.500000,911.750000,912.750000,9986
030520,1510,913.000000,914.250000,911.750000,914.000000,14566
030520,1515,914.250000,914.500000,913.500000,914.250000,8107
030520,1520,914.250000,915.750000,914.250000,914.750000,11442
030520,1525,915.000000,915.750000,914.750000,915.250000,6771
030520,1530,915.250000,916.750000,914.500000,916.500000,10550
030520,1535,916.750000,918.250000,916.250000,917.500000,13678
030520,1540,917.750000,918.750000,917.250000,917.750000,14847
030520,1545,917.750000,919.750000,917.250000,919.500000,11664
030520,1550,919.750000,921.250000,919.500000,920.750000,16528
030520,1555,920.750000,921.000000,919.500000,919.500000,8997
030520,1600,919.500000,920.500000,919.000000,919.750000,10486
030520,1605,919.750000,921.000000,919.500000,920.750000,4795
030520,1610,920.750000,920.750000,919.000000,919.250000,8541
030520,1645,919.750000,920.500000,919.750000,920.250000,438
030520,1650,920.250000,920.500000,920.000000,920.250000,235
030520,1655,920.000000,920.250000,920.000000,920.250000,50
030520,1700,920.250000,920.750000,919.250000,920.500000,110
030520,1705,920.500000,920.500000,920.250000,920.500000,248
030520,1710,920.500000,920.750000,920.250000,920.500000,82
030520,1715,920.500000,920.500000,920.250000,920.250000,131
030520,1720,920.250000,920.250000,920.250000,920.250000,4
030520,1725,920.250000,920.250000,919.250000,920.000000,46
030520,1730,920.000000,920.250000,919.250000,920.250000,62
030520,1735,920.000000,920.250000,920.000000,920.000000,31
030520,1740,920.000000,920.250000,920.000000,920.000000,74
030520,1745,920.000000,920.000000,919.500000,919.750000,48
030520,1750,919.750000,919.750000,919.500000,919.500000,50
030520,1755,919.500000,920.000000,919.500000,919.750000,127
030520,1800,920.000000,920.500000,920.000000,920.500000,102
030520,1805,920.250000,920.500000,920.250000,920.500000,12
030520,1810,920.500000,920.500000,920.500000,920.500000,3
030520,1815,920.500000,920.500000,920.250000,920.250000,6
030520,1820,920.250000,920.250000,920.250000,920.250000,1
030520,1825,920.250000,920.250000,920.000000,920.250000,27
030520,1830,920.000000,920.250000,920.000000,920.250000,5
030520,1835,920.250000,920.250000,919.750000,919.750000,37
030520,1840,920.000000,920.000000,919.250000,919.250000,109
030520,1845,919.500000,919.750000,919.250000,919.500000,59
030520,1850,919.250000,919.500000,919.250000,919.500000,6
030520,1855,919.500000,919.500000,919.250000,919.250000,4
030520,1900,919.500000,919.500000,919.500000,919.500000,27
030520,1905,919.750000,919.750000,919.500000,919.500000,33
030520,1910,919.750000,920.000000,919.750000,919.750000,11
030520,1915,920.000000,920.000000,919.750000,919.750000,77
030520,1920,920.000000,920.000000,919.750000,919.750000,82
030520,1925,919.750000,919.750000,919.500000,919.500000,8
030520,1930,919.750000,919.750000,919.500000,919.750000,4
030520,1935,919.750000,919.750000,919.750000,919.750000,1
030520,1940,919.750000,919.750000,919.750000,919.750000,22
030520,1945,919.750000,920.000000,919.750000,919.750000,5
030520,1950,919.500000,919.500000,919.500000,919.500000,6
030520,1955,919.750000,919.750000,919.500000,919.500000,23
030520,2000,919.250000,919.250000,919.250000,919.250000,30
030520,2005,919.250000,919.250000,919.250000,919.250000,40
030520,2010,919.500000,919.500000,919.500000,919.500000,5
030520,2015,919.500000,919.500000,919.500000,919.500000,4
030520,2020,919.500000,919.500000,919.500000,919.500000,5
030520,2025,919.500000,919.500000,919.500000,919.500000,15
030520,2030,919.500000,919.750000,919.500000,919.750000,17
030520,2040,919.750000,919.750000,919.750000,919.750000,16
030520,2045,920.000000,920.250000,919.750000,920.250000,20
030520,2050,920.250000,920.250000,920.250000,920.250000,1
030520,2055,920.250000,920.750000,920.250000,920.750000,48
030520,2100,920.500000,920.750000,920.500000,920.500000,19
030520,2105,920.500000,920.750000,920.500000,920.500000,32
030520,2110,920.500000,920.750000,920.500000,920.500000,52
030520,2115,920.750000,921.000000,920.750000,920.750000,34
030520,2120,920.750000,921.000000,920.750000,920.750000,33
030520,2125,920.750000,921.000000,920.750000,920.750000,13
030520,2130,920.500000,920.500000,920.500000,920.500000,4
030520,2135,920.750000,920.750000,920.500000,920.500000,2
030520,2140,920.500000,920.750000,920.500000,920.750000,11
030520,2145,920.750000,920.750000,920.750000,920.750000,1
030520,2150,920.750000,921.000000,920.500000,921.000000,9
030520,2155,920.750000,921.000000,920.500000,920.750000,45
030520,2200,920.750000,920.750000,920.750000,920.750000,8
030520,2205,920.750000,920.750000,920.750000,920.750000,9
030520,2210,920.750000,920.750000,920.500000,920.500000,5
030520,2215,920.750000,920.750000,920.750000,920.750000,31
030520,2220,920.750000,920.750000,920.500000,920.500000,6
030520,2225,920.500000,920.750000,920.500000,920.750000,13
030520,2230,920.750000,920.750000,920.500000,920.750000,21
030520,2235,920.500000,920.750000,920.500000,920.500000,8
030520,2240,920.500000,920.750000,920.500000,920.750000,11
030520,2245,920.750000,920.750000,920.500000,920.500000,8
030520,2250,920.500000,920.500000,920.500000,920.500000,28
030520,2255,920.500000,920.500000,920.500000,920.500000,1
030521,0000,920.750000,920.750000,920.250000,920.500000,44
030521,0005,920.500000,920.500000,920.500000,920.500000,10
030521,0010,920.500000,920.500000,920.250000,920.250000,12
030521,0020,920.500000,920.500000,920.250000,920.250000,7
030521,0025,920.250000,920.250000,919.750000,919.750000,50
030521,0030,919.750000,919.750000,919.750000,919.750000,18
030521,0035,920.000000,920.000000,920.000000,920.000000,6
030521,0040,920.250000,920.250000,920.250000,920.250000,1
030521,0045,920.000000,920.000000,920.000000,920.000000,10
030521,0050,920.500000,920.500000,920.500000,920.500000,4
030521,0055,920.250000,920.500000,920.250000,920.500000,19
030521,0100,920.500000,920.500000,920.250000,920.250000,2
030521,0105,920.500000,920.500000,920.250000,920.250000,18
030521,0110,920.500000,920.500000,920.500000,920.500000,20
030521,0115,920.500000,920.500000,920.500000,920.500000,1
030521,0120,920.500000,920.500000,920.500000,920.500000,1
030521,0125,920.500000,920.750000,920.500000,920.750000,4
030521,0130,920.500000,920.750000,920.500000,920.750000,7
030521,0135,920.750000,920.750000,920.750000,920.750000,1
030521,0140,920.500000,920.500000,920.500000,920.500000,23
030521,0145,920.250000,920.500000,920.250000,920.500000,14
030521,0150,920.500000,920.500000,920.500000,920.500000,8
030521,0155,920.500000,920.500000,920.250000,920.250000,3
030521,0200,920.500000,920.500000,920.500000,920.500000,1
030521,0210,920.250000,920.250000,920.250000,920.250000,4
030521,0215,920.500000,920.500000,920.500000,920.500000,1
030521,0220,920.500000,920.500000,920.500000,920.500000,2
030521,0225,920.750000,920.750000,920.250000,920.250000,8
030521,0230,920.250000,920.250000,920.250000,920.250000,2
030521,0235,920.250000,920.500000,920.250000,920.250000,5
030521,0240,920.250000,920.250000,920.250000,920.250000,3
030521,0245,920.250000,920.500000,920.000000,920.500000,9
030521,0250,920.500000,920.500000,919.750000,920.500000,160
030521,0255,920.500000,920.750000,920.500000,920.750000,37
030521,0300,920.750000,920.750000,920.500000,920.750000,30
030521,0305,920.750000,920.750000,920.000000,920.250000,115
030521,0310,920.250000,920.250000,919.750000,919.750000,62
030521,0315,919.750000,919.750000,919.250000,919.500000,78
030521,0320,919.500000,919.750000,919.250000,919.750000,62
030521,0325,919.750000,919.750000,919.250000,919.500000,78
030521,0330,919.500000,919.750000,919.250000,919.250000,69
030521,0335,919.500000,920.250000,919.500000,920.250000,157
030521,0340,920.250000,920.250000,919.750000,920.000000,71
030521,0345,920.000000,920.250000,920.000000,920.250000,32
030521,0350,920.250000,920.500000,919.750000,920.250000,106
030521,0355,920.500000,920.500000,920.000000,920.000000,65
030521,0400,920.000000,920.250000,919.750000,920.000000,104
030521,0405,919.750000,920.000000,919.750000,920.000000,71
030521,0410,920.000000,920.000000,919.750000,919.750000,54
030521,0415,919.500000,919.750000,918.750000,919.000000,157
030521,0420,919.000000,919.750000,918.750000,919.750000,151
030521,0425,919.500000,919.500000,918.500000,918.750000,120
030521,0430,918.750000,919.000000,918.250000,918.250000,81
030521,0435,918.250000,918.250000,918.000000,918.000000,142
030521,0440,918.000000,918.250000,917.500000,917.750000,147
030521,0445,917.750000,917.750000,917.250000,917.500000,119
030521,0450,917.750000,917.750000,917.250000,917.500000,103
030521,0455,917.500000,917.750000,917.500000,917.750000,79
030521,0500,917.750000,918.000000,917.250000,917.750000,258
030521,0505,917.750000,918.000000,917.000000,917.250000,287
030521,0510,917.250000,917.250000,916.500000,917.000000,202
030521,0515,917.250000,917.500000,917.000000,917.250000,108
030521,0520,917.500000,917.750000,917.000000,917.250000,120
030521,0525,917.250000,917.500000,917.250000,917.500000,98
030521,0530,917.500000,917.500000,917.250000,917.500000,58
030521,0535,917.500000,917.500000,917.500000,917.500000,20
030521,0540,917.250000,917.500000,917.000000,917.500000,121
030521,0545,917.500000,917.500000,917.000000,917.500000,36
030521,0550,917.500000,917.500000,917.250000,917.500000,14
030521,0555,917.250000,917.500000,917.250000,917.500000,15
030521,0600,917.250000,917.250000,916.500000,916.750000,186
030521,0605,916.750000,916.750000,916.500000,916.500000,55
030521,0610,916.500000,917.000000,916.500000,916.750000,58
030521,0615,917.000000,917.750000,917.000000,917.750000,101
030521,0620,917.750000,918.000000,917.500000,917.500000,194
030521,0625,917.500000,918.250000,917.250000,918.250000,161
030521,0630,918.250000,918.250000,918.000000,918.000000,124
030521,0635,917.750000,918.000000,917.250000,917.250000,121
030521,0640,917.250000,917.500000,916.750000,916.750000,111
030521,0645,916.750000,916.750000,916.000000,916.250000,166
030521,0650,916.000000,916.250000,915.500000,916.000000,919
030521,0655,916.000000,916.750000,916.000000,916.500000,271
030521,0700,916.250000,916.500000,915.750000,916.000000,340
030521,0705,915.750000,916.000000,915.250000,915.500000,386
030521,0710,915.500000,915.750000,915.250000,915.250000,243
030521,0715,915.500000,915.750000,915.000000,915.250000,226
030521,0720,915.250000,916.000000,915.250000,916.000000,210
030521,0725,916.000000,916.250000,915.250000,915.500000,218
030521,0730,915.250000,915.500000,914.250000,914.500000,792
030521,0735,914.500000,915.250000,914.500000,915.250000,348
030521,0740,915.250000,916.000000,915.250000,915.500000,248
030521,0745,915.500000,915.500000,913.750000,913.750000,673
030521,0750,914.000000,914.000000,913.250000,914.000000,637
030521,0755,914.000000,914.250000,913.750000,914.000000,542
030521,0800,914.000000,914.500000,914.000000,914.000000,678
030521,0805,914.250000,914.500000,914.250000,914.500000,500
030521,0810,914.500000,914.500000,914.000000,914.500000,266
030521,0815,914.500000,915.500000,914.250000,915.500000,375
030521,0820,915.500000,916.250000,915.250000,916.000000,479
030521,0825,916.250000,918.500000,916.250000,917.000000,1779
030521,0830,917.250000,917.250000,916.500000,916.750000,591
030521,0835,916.750000,917.250000,916.500000,916.500000,362
030521,0840,916.500000,916.750000,916.250000,916.750000,225
030521,0845,916.750000,917.000000,916.500000,916.750000,330
030521,0850,916.750000,917.000000,916.500000,917.000000,389
030521,0855,916.750000,916.750000,916.000000,916.000000,387
030521,0900,916.250000,916.500000,916.000000,916.250000,295
030521,0905,916.500000,916.750000,916.250000,916.500000,385
030521,0910,916.500000,917.000000,916.500000,916.750000,382
030521,0915,916.750000,917.500000,916.750000,917.250000,480
030521,0920,917.250000,917.500000,917.000000,917.000000,329
030521,0925,917.250000,917.500000,916.000000,916.250000,2169
030521,0930,916.250000,918.750000,916.000000,916.750000,17052
030521,0935,917.000000,917.750000,915.500000,917.000000,15223
030521,0940,917.250000,917.750000,915.500000,917.500000,16669
030521,0945,917.500000,917.500000,915.000000,915.250000,15787
030521,0950,915.250000,915.750000,914.250000,915.750000,15998
030521,0955,915.750000,916.750000,914.500000,915.500000,13565
030521,1000,915.500000,918.750000,914.750000,918.000000,19927
030521,1005,917.750000,919.500000,917.000000,919.500000,13381
030521,1010,919.500000,920.250000,919.250000,919.250000,10542
030521,1015,919.250000,922.000000,919.250000,921.750000,16179
030521,1020,921.750000,922.000000,919.250000,919.250000,11392
030521,1025,919.500000,919.500000,917.250000,917.500000,13893
030521,1030,917.500000,918.000000,916.000000,918.000000,13189
030521,1035,917.750000,920.000000,917.500000,920.000000,11261
030521,1040,920.000000,921.750000,919.250000,921.500000,18261
030521,1045,921.500000,923.000000,921.250000,922.250000,20800
030521,1050,922.250000,922.250000,919.500000,920.000000,13013
030521,1055,919.750000,920.500000,918.750000,920.000000,10575
030521,1100,920.000000,920.000000,917.750000,918.750000,9845
030521,1105,918.500000,919.000000,917.500000,918.250000,9447
030521,1110,918.000000,918.750000,916.750000,917.000000,10891
030521,1115,916.750000,917.000000,915.250000,915.750000,11921
030521,1120,915.750000,916.750000,915.250000,916.000000,8484
030521,1125,916.000000,917.750000,915.250000,917.250000,10954
030521,1130,917.250000,918.750000,917.000000,918.000000,8394
030521,1135,918.000000,918.500000,917.000000,917.750000,6560
030521,1140,917.750000,918.500000,917.500000,918.500000,3276
030521,1145,918.500000,918.500000,917.250000,917.750000,3824
030521,1150,917.750000,917.750000,915.750000,916.500000,6272
030521,1155,916.500000,917.000000,916.000000,916.000000,3008
030521,1200,916.000000,918.000000,915.750000,917.750000,4097
030521,1205,918.000000,918.000000,917.000000,917.500000,2309
030521,1210,917.750000,917.750000,917.250000,917.500000,2009
030521,1215,917.750000,917.750000,916.000000,916.000000,3455
030521,1220,916.000000,917.500000,916.000000,917.000000,3122
030521,1225,917.250000,919.750000,916.750000,919.750000,8815
030521,1230,919.500000,920.500000,919.000000,920.500000,8160
030521,1235,920.500000,921.250000,920.250000,920.750000,6807
030521,1240,920.750000,922.750000,920.250000,922.500000,11378
030521,1245,922.500000,922.750000,921.750000,922.500000,8130
030521,1250,922.500000,924.250000,922.250000,923.500000,10955
030521,1255,923.500000,923.750000,922.250000,922.250000,6089
030521,1300,922.500000,922.750000,922.000000,922.250000,3577
030521,1305,922.250000,923.250000,922.000000,922.500000,6801
030521,1310,922.500000,923.000000,920.500000,921.000000,7817
030521,1315,920.750000,921.250000,920.250000,920.500000,3592
030521,1320,920.250000,921.750000,920.250000,921.500000,6105
030521,1325,921.750000,923.000000,921.250000,922.250000,6731
030521,1330,922.250000,922.750000,920.500000,920.750000,5574
030521,1335,920.750000,921.500000,919.250000,919.750000,7404
030521,1340,920.000000,921.000000,919.250000,920.750000,6071
030521,1345,920.500000,920.750000,919.750000,920.750000,4031
030521,1350,920.750000,921.500000,920.000000,921.000000,3979
030521,1355,921.000000,921.000000,919.000000,919.500000,8182
030521,1400,919.500000,920.500000,918.500000,920.500000,6190
030521,1405,920.250000,921.500000,919.500000,921.000000,5654
030521,1410,920.750000,921.750000,920.250000,921.500000,5837
030521,1415,921.500000,922.000000,919.750000,920.250000,6123
030521,1420,920.250000,921.750000,920.000000,921.500000,5114
030521,1425,921.500000,923.500000,920.750000,923.000000,16411
030521,1430,923.000000,923.500000,921.000000,921.250000,9219
030521,1435,921.250000,923.000000,920.750000,921.500000,11241
030521,1440,921.500000,923.000000,920.500000,921.750000,13477
030521,1445,921.750000,922.250000,921.000000,921.750000,5419
030521,1450,921.750000,922.750000,921.250000,921.500000,9713
030521,1455,921.750000,922.500000,921.500000,922.250000,5674
030521,1500,922.250000,922.250000,920.000000,921.500000,10939
030521,1505,921.250000,921.500000,920.250000,920.750000,5752
030521,1510,920.750000,922.250000,920.750000,922.000000,9971
030521,1515,921.750000,923.000000,921.500000,922.500000,10134
030521,1520,922.750000,923.500000,922.250000,922.500000,9540
030521,1525,922.500000,922.750000,921.250000,922.000000,10458
030521,1530,922.000000,922.250000,921.250000,921.500000,5859
030521,1535,921.500000,922.500000,921.500000,921.750000,6525
030521,1540,921.750000,922.750000,921.500000,922.500000,10637
030521,1545,922.500000,923.750000,922.250000,923.500000,10456
030521,1550,923.500000,923.500000,921.750000,922.250000,10557
030521,1555,922.000000,923.250000,922.000000,923.000000,11636
030521,1600,923.000000,923.000000,922.000000,922.250000,9414
030521,1605,922.500000,922.750000,922.000000,922.250000,4865
030521,1610,922.000000,922.500000,921.750000,922.250000,6747
030521,1645,922.500000,922.500000,921.750000,922.000000,323
030521,1650,922.250000,922.250000,921.750000,921.750000,23
030521,1655,922.000000,922.250000,922.000000,922.000000,86
030521,1700,922.000000,922.000000,922.000000,922.000000,9
030521,1705,922.000000,922.500000,922.000000,922.500000,52
030521,1710,922.250000,922.250000,922.000000,922.000000,38
030521,1715,922.000000,922.000000,922.000000,922.000000,125
030521,1720,922.250000,922.250000,921.000000,921.000000,486
030521,1725,921.250000,921.500000,921.250000,921.500000,269
030521,1730,921.500000,921.750000,920.000000,920.500000,1269
030521,1735,920.750000,922.000000,920.750000,921.750000,294
030521,1740,921.750000,922.500000,921.250000,922.000000,219
030521,1745,922.250000,922.250000,921.750000,921.750000,163
030521,1750,921.500000,921.500000,920.250000,920.500000,631
030521,1755,920.500000,920.750000,919.750000,920.500000,264
030521,1800,920.500000,920.750000,920.000000,920.000000,315
030521,1805,920.250000,920.500000,920.000000,920.250000,71
030521,1810,920.500000,921.000000,920.500000,921.000000,55
030521,1815,921.000000,921.000000,919.750000,920.000000,229
030521,1820,920.250000,920.500000,919.750000,920.000000,86
030521,1825,920.250000,920.500000,920.000000,920.250000,32
030521,1830,920.500000,920.750000,920.500000,920.500000,21
030521,1835,920.250000,920.250000,920.000000,920.250000,61
030521,1840,920.250000,920.250000,920.000000,920.000000,11
030521,1845,920.000000,920.500000,920.000000,920.250000,35
030521,1850,920.250000,920.500000,920.250000,920.250000,47
030521,1855,920.000000,920.000000,919.750000,920.000000,48
030521,1900,920.250000,920.500000,920.000000,920.500000,14
030521,1905,920.250000,920.250000,919.750000,919.750000,44
030521,1910,920.250000,920.750000,920.250000,920.500000,44
030521,1915,920.250000,920.250000,920.000000,920.000000,19
